comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,sentiment
#PN is the BEST,@filahq2hussien,Filahq2 Hussien ,8,0,16/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
"20 dia ckp, satu je yg boleh pakai...🤷",@eepeza1965,eepeza65 ,0,0,5m ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
sape lh undi mamat ni,@mohammadhafidzfiedznhl,Mohammad Hafidz Fied ,0,0,1h ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Whipped potato,@user9675967450175,Jidda ,0,0,1h ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
vokal bukan sekadar rupa...,@user9381825547797,onn ,0,0,6h ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
dia cakap berulang kali nnt bila ditanya... yg itu sila tny petronas... yg itu sila tny petronas...🤣🤣🤣🤣,@norany01,NORA ,0,0,8h ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
negara luar dok gelak ja dekat malaysia...mnteri PH smua begap2😂😂😂,@solahuddin_1985,Solahuddin al-ayubi ,0,0,1d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
saya manager kilang sabut pun rm5k starting gaji..xkn gaji manager petronas rm3+++ saja?haha,@izamsmarttrade,IzamSmartTrade ,0,0,3d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
hbz 😂la ni,@jbselva6,JBselva6 ,0,0,3d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
wallahi saya undi pas ..walaun lps amik.sedekah😂😂,@mdzik2,mdzik3 ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😂,@mrriver3,MR RIVER😃 ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"selagi boleh pusing,pusing ja jangan takot kita caya rafizi boleh pusing lagi",@farez060,Anak no.2 ,1,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Hanya Jauhati yg kenal Manikam.,@user3960083285207,user3960083285207 ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
😂😂😂,@wanintan.bundlestore,Intan Wan755 ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😂😂😂😂😂 twist,@pirana_derhaka,💥  𝙈𝙖𝙧𝙞𝙤 💥 ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"batu api batu api pencacai dimana jua...rosak negaraku
rakyat semakin berbalah politik",@oppof710,Shake Ismail ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
lipakkkk,@fazlydia,Mohd Fazli Abdul Majid ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😂😂😂😂😂😂,@kauapetau,dintoyol ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😂😂😂,@mohdaremean,mohdaremean ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
jgn bg tau bang..sbb PHancing mmg hancing ...mne mau nye jjur,@silameninggal01,off acc ,0,0,4d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Hero yang zero😏,@dubeks_9610,HANGKEBUN ,0,0,5d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Klau kat kilang ak.. org yg pangkat Executive ni.. org yg naik berdasarkan pgalaman kerja operasi.. Dan yg tidak mpunyai dip Dan deg,@firdauskareem,FirdausKareem ,0,0,5d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😂,@tchlangkawi,TCH Langkawi ,0,0,5d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
PH pun korupt juga😂😂😂,@gixers2458,rozzmajeed Razz ,0,0,5d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"Raja formula❌
Raja putar belit✔️",@amirvrs4848,amirVRS4848 ,1,0,6d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Sembang terbang,@chefobie,ChefObie ,1,0,6d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Lapiji ni yidola PH..,@justmethankyou4,Just Me Thank You ,0,0,6d ago ,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
@Rafizi ya ke ni Malu kita😂,@utamazihar,Yang Mulia Saudagar A ,0,0,Jan-19,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Assalamualaikum tuan,@ahmadzaiyanbleman,zaiyanleman ,0,0,Jan-17,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
kalau dah biasa kencing...bila dia kencing org dah perkara biasa bagi dia,@user1545181931940,user1545181931940 ,1,0,1-Aug,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
kulit kutip je...rupanya ya...hebat,@azhammdleham,azhammdleham ,0,0,1-Jul,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
My highly respect only to those who speak the truth!!! So,@autaman123,Zairol Kamizi ,0,0,1-May,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Alhamdulillah pn terbaik,@mohamadisaidris72,mohamadisaidris72 ,0,0,1-Apr,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
xhabis2 lg ke?,@alkmaaraz,alkmaar az ,0,0,31/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"org dah check, Rafizi cakap memang betul",@idnepp,idne ,0,0,29/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
😄ada masa dia diatas akan ada masa dia di bawah 😄😄😄😄biarkan dia,@honey_dew97,HoneyDew (ADMIN SSRC) ,0,0,24/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
menteri kaki spin,@ucangdhani,NurAlieyaDania ,2,0,21/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
malang nasib negaraku dpt pemimpin kaki kencing. salahkan pengundi yg memilih.,@amorman1000,zackdear ,1,0,21/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
PH terbaik,@sitimasriyani83,sitimasriyani83 ,0,0,20/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
hancing,@be6658527,Andak ,2,0,19/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
King of spin 😂,@ashrafmzln_,Ashrafmzln_ ,0,0,13/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
raja fomular yg ke laut,@user5823256739686,Cakaran Pemberani ,2,0,11/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
officer level rupoo eaa samo lh kita fizi..tpi know ko ckp manager..so aq pun manager jgk ke..hmm😅😅,@imxmen2_,imxmen2 ,3,0,7/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Nnti lagi senang dia chong,@ka_3468,KATIPANG_68 ,1,0,7/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
klw dlm syarikat manager kira eksekutif la...😁😁😁,@lanperak30,Lan Perak ,0,0,7/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Manager teruh,@black_asta17,black_asta17 ,0,0,7/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"tnye amran la,dye knal x piji ni..dye kje petronas.kejuruteraan tandas",@adammikail2509,Adammikail2509 ,0,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Kalau di bagi pilihan berkawan antara badut dgn rafizi aku sanggup berkawan dgn badut 😂.,@bubuchaca84,Bubu Chaca ,0,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Dah nama nye piji kaki kelentong,@harunyusof4,harun Yusof4 ,1,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
PN terbaik,@zulefendy7,Zul Efendy ,0,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Rafizi harus bertindak tegas dgn mrka yg mempertikaikn hal ini..jgn duduk diam bro...lawan tetap lwan....Terbaik Rafizi,@rogersbatok,Rogersbatok ,0,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
kita putar lg rakyat,@sangkaluka,Sangkaluka Gaming ,0,0,6/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Dah2 la tu,@alyas2019,Alya19 ,0,0,4/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Apalah Lawak politik negara kita ni…… yg paling lawak penyokong mereka😏,@amhaonkim,amhaonkim ,1,0,4/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Sapa xkenai. Dia boh boh hilang,@papares8,Papares ,1,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
jgan gila kuasa..mcm ne jadinya,@alie8641,@Alie8641 ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"5 tahun akan dtg,ekonomi Malaysia setanding US dan China..kata mahachai 🤣",@melayumudahlupa,melayumudahlupa ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Dia tetap pelajar terbaik,@zm8522,Zm8522 ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
rafizi formula sakau,@noorhayatiiman,Noorhayati Iman ,1,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"Rafizi..Menteri Ekonomi.,.Terbaik bro🥰",@user1600140055757,Jue 65 ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
😂😂😂 dunia tipu2,@dato.taufik,dato.taufik ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
terbaik rafizi...1mdb pun dh kna cekup😂😂😂😂,@iddiebada,EDBada ,1,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Alif keje dept apa? Level apa ya?,@adoress22,AdoreSs22 ,0,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Ada la team manager tu executive. Ataupun act manager ke byk lg pos manager2 kecik yg sbnrnya level executive.,@adoress22,AdoreSs22 ,2,0,3/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
RAFIZI MANTAP 👍🏻👍🏻👍🏻,@hlmhlm2021,HERO ,0,0,1/12/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
dia pandai ckp mcm bos dia,@azureen_azrina,azureen azrina ,0,0,29/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Org PH memang percaya sgt ngan rafizi ni..dia sorg je betul,@norasmahaniyaacob,Noya noya ,2,0,27/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Jangan la dia nie dilantik menteri Kewangan kalau @DSAI ikhlas nak naikkan ekonomi Malaysja.. lantik la Dato Johari yg memang bijak uruskan kewangan..,@naguibkaharudin,naguibkkmg ,3,0,27/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"soalan mudah je bagi Rafizi......
tk percaya Cuba tanya @Rafizi",@flatlinetone9318,Jojohari ,1,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
"sprm Dan pdrm siasat tengok, Kata nak bersih dan stabil",@usop93elektrik,pak usop elektrik ,2,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
PH akan kna knving dgn dia jga satu hr nti🤣🤣🤣🤣🤣,@zulpendang84,Zulpendang84 ,1,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
kite percaya je lah rafizi ni😁😁mmg dah kuat putar alam dia ni,@alanlowet,Angler N9🇲🇾 ,2,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
x pyhla ungkit dia pun dah bjaya.,@mamagojes2909,MamaGojes ,1,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
rafizi wok,@chisiang493,chisiang493 ,0,0,26/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Rafizi Ku at kin ching,@izzathz07,izzathz ,1,0,18/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
wow Alif. siapa yg upah Alif ni. nanti Rafizi balas,@kevinawin,kevinawin ,1,0,18/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
PN,@cn75578,cn75578 ,1,0,17/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
undi PH😁,@mfauziosh,meriah ke? ,2,0,17/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
mantabbbbb...kena undi PN ke ni?,@ayawchanamek,ayaw ,1,0,15/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
sokong rafizi,@w.y6538,why6538 ,3,0,14/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"terbaik rafizi..berani kerana benar.. untuk makluman, aliff ahmad ni dah tak boleh masuk fb dia..kerana kena kecam teruk",@muhamadhisyam574,muhamadhisyam574 ,4,0,14/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
"Terbaik Rafizi sebab tangkap lembu kat Kondo dan bagi dia pencen., Al najibul ke hotel kajang dan latip LCS bersara awal.",@kamarul_haizat,kamarulhaizat ,3,0,14/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
"mana dia ni,nyorok dah ka? Tolak PHenipu .Pilih PN kali ni #bersihdanstabil",@ctnoraniah,ctnoraniah ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
SPRM..LHDN .PDRM kena siasat sumber pendapatan dia Dari mana????,@jamilmatnoor,DOWA @ Souls ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"rafizi ni petronas stesen minyak jela, jangan salah sangka",@renggosameon,en ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Kabel kuat je umo 26 dh jadi manager or dh ada experience kerja company lain,@fmfnx1,fmfnx1 ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Dia muncul time gini je. Pastu terselit semula. Opppsss,@ashley.cah,Ashley.Cah ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Hahaha kantoi,@mrhafizaw,mrhafizaw ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
x caya mana dia ni,@nunanay,nazrihusain ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
mane Ade manger gaji 3.6k je haha...😂😂😂,@abangjddy,AbangJddy ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
Dia ni sanggup jual apa saja asal berjaya,@user3816488087609,user3816488087609 ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
part 2 bos😁,@nordinmangon.com,dapur tok ding🦀🦐🦑 ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
hidup memang jadi kaki spin putar alam..Ramai pulak yg x sedar tu..dok sokong rafizi ni..,@modongseok,modongseok ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
ni org pnggil raja spin . klau dia msuk rm10 mesti cuci lebih tinggi .😂😂,@minato7namikaze4,Minato Namikaze⚡ ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
HAHAHAHAHAHA TOLAK PH,@azriarepz,azriarepz ,2,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Ahahahah dorang mana berani lawan fakta 😂,@syahmiazln,Syahmiazln ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"alamakk..kantoii lgiii..
hmmmm..
say no to PH.
undi PERIKATAN NASIONAL..prihatin bersih stabil..no kluster mahkamah 🥰",@rezekisjsinar,RezekiSJ sinar ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
sapa alif ahmad...ni??,@saniedollah,saniedollah ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
dia ckp sethun baru jd manager kn,@afiqdaisuke6,afiq kamarul ,2,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
rafizi kejap kuar politik..nk fokus kt business..kejap msk blk..aku pun dh tak paham dh..tp aku admit dia bkn calang2 org kalu tgk full biog dia..,@neoki99,Neoki ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
bn tetap,@iliasbinhassan,LIAS PUNYOO ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
pm job,@kevin_liman27,Kevin Debuchy ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"mamat ni ada tengok penjelasan RR tak. RR jelaskan dia jadi manager dengan gaji rm11,000. bukanlah rm3,750 yang dinyatakan mamat ni.",@rooney_84,Red Devil ,1,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
rafizi & the geng berani isytihar harta..so nt Bila jadi kerajaan takde la la aset jadi 4@5x ganda tmasuk dlm account ttba Ada duit masuk.😁,@arshadahmad265,Arshad Ahmad ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,positive
"Selagi DAP ade dalam komponen PH, tolak PH. Undi lah selain mereka",@samadsekata,Samad Sekata 😉 ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
"Terbaik, kita kena undi BN!",@danialhafizee,Haha ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
suruh alif tu paksa semua mp² declare hartala.,@shethough,mashitah hasbullah ,2,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
hidup pn,@zecksaba,Benzaro ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
tak habis2 dgn putar belit da 😂😂😂,@syafieeniel,Daniel ,2,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
Aliff plak pro manakala .hahahaha,@manaatauni,Peaky Blinders ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,neutral
"I pernah kerja HR, tahu jer scale gaji",@norashahriza,norashahriza ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
manager pum minyak rnr seremban arah selatan kot. ckp x abis tu,@sofiajett1,sofia jett ,0,0,13/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Dia ada 2juta mungkin sebab dulu jual goreng pisang tak jauh dgn gerai Ku Nan,@kang1834,Kang1834 ,0,0,12/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Aku tertipu,@faatinii,Tini ,2,0,12/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
Aku t,@faatinii,Tini ,0,0,12/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
@Rafizi nampak mcm xde org tag.. aku pun nak tau jugak.. sbb aku pun keje petronas jugak,@sibuk_je_mung,ape_daa_tikuss ,2,0,12/11/2022,30/1/2023,https://www.tiktok.com/@detruthchannel/video/7164683515513064731,9894,1458,1718,11/11/2022,negative
