comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_likes
😂😂,@shafiwshba8,shafizah_shafie ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"jalankan jentera cepat ,nak mentor akan keberadaan pakcik kayo",@noorizamtumin,noorizam ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"harga ayam Mahal semasa pn,masa Tu mana pergi suara awak",@hafizsiva,user4685952717173 ,1,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Ewah2.,@azizahharun287,azizahharun287 ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Makan kat mana tu yb? Sedap pulak tengok ayam tu.,@eez.iskandar,Eez.iskandar ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
time pn jadi kerajaan Lagi X pnh turun. Lps kerajaan PERPADUAN ni Baru Ada turun harga ayam,@zetadpfm,Zetadpfm ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
setuju..skang ni kaw2 naik hrga ayam...,@cheanoizz808,E'za Masliza ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"Dh trmakan budi ....
So susah nk refer akta yg sedia ada.Masih lg nk reka2 formula baru.So faham2 je lah.",@tumpangbole,Tumpang Lalu _🇲🇾 ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
ikut style AWOk la..cop duit.bru kite bole kawal inflasi kn🥰😂😅,@kawaii_catemoji,RainHaizi ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terbaik yb hidup umno...uuuurrrraaaa,@oflola7,Lola ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"harga ayam dkt tempat Sya,sekilo 9.80 baru 2hari lepas beli,xtau nk gelak ka nk sedih dgn rafigi punya formula😂",@hazitahamid,Hazita Hamid ,0,0,3d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"calon menteri di masa depan,.. semoga nasib rakyat terbela",@user4513514420702,perjuang di penghidupan ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
cetak duet bnyak2 beli ayam😁😁😁,@deco3387,deco ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Formula formula.. Dimana formula nya😂😂😂,@defritayeni79,Defrita Yeni ,0,0,4d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
geram dgn menteri economi..kn senang jd pembakang sbuk NK jd kerajaan,@user7238043108235,Che ti ,0,0,6d ago ,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
kita lawan,@m.amirul..azizi,P0RTGA$-D-ACE ,0,0,1-21,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Waktu perintah dulu napa xbuat,@zaid_tg,ZAID TG ,1,0,1-21,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
sedap tu nasi lemak ayam pandan kat bukit jalil😅,@hasrulikhmal,Hasrul Ikhmal ,0,0,1-20,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
makey mano tuuu… bakpo tok makey di macey… siea rakyat macey kito,@afif_wan00,afif ,1,0,1-20,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Sek kito mandi lanjey,@arh______,arh ,0,0,1-18,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
sudah lah mat jargon dulu suruh cetak duit kan,@kakacak3,Kakcak63 ,0,0,1-17,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"Nasib lah, kalau tak xde nilai matawang kita. Bertaburan di jalanan..",@pixg.anuar,Syafiq Anuar ,1,0,1-17,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
ini adalah disebabkan harga pemakanan ayam yg menaik. tukar negara kita dari penguna kepada penghasil. asilkan pemakanan ayam,@firdaussalleh496,firdaussalleh496 ,0,0,1-16,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
😂😂😂😂,@flameloong,Flame Loong ,0,0,1-16,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
bagus jadi pbangkang berkesan.. maka Rafizi kena ambil panduan dan tindakan,@rijahangabeto,Rijahan Gabeto ,1,0,1-15,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
menteri ekonomi pun kena ajar😂😂😂.terbaik yb🥰,@latfichik86,Chik86 ,0,0,1-15,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Abg Jargon tetiba 😳😳😳,@ausbean17,Aus Bean ,0,0,1-14,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Baca apa tu tuan 😁,@aidilanwar32,aidilanwar32 ,0,0,1-13,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
2x5,@labiqmazli,labiqmazli ,0,0,1-12,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
bnyak sggt formula smpai formula add math Pon di ambil tu yb 😂😂,@muhdfaizahmad93,faizgamers2705 ,2,0,1-12,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
prgi la jdi menteri ekonomi,@j.ales97,Hunter kp ,0,0,1-12,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
😂😂😂😂😂,@bokal780,user5033879764121 ,0,0,1-10,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
bukan harga ayam sahaja tau... harga barang yg lain pun sama naik ! sila ambik perhatian semua menteri²...!!,@1..shanaz,shanaz@ila ,0,0,1-9,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"bang piji dah cakap kalau mahal,kurangkan makan telur",@fahdddilll,sekadar pekongsian ,0,0,1-8,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
dok tanya dulu2 apa?? mana formula lapizi kaki kencing tu?😂,@mcflurry303,mcFlurry ,0,0,1-8,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
PNdai ckp bila dh jd PMbangkang.bila jd KRJAAN dlu bkn main lg🤣,@rom3okota,Rom3oKota ,0,0,1-7,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Pembangan yg bijak...dulu x buat la baru sedaq,@rohaya611,rohayaimail ,0,0,1-7,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
formula utama cetak duit byk2.,@monkeydareel,Monkey D Areel ,0,0,1-7,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"Ya ALLAH...
Semoga PN Kembali memerintah Amiin...3X",@user3578209351474,user3578209351474 ,1,0,1-7,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
ada sdah tu kna bagi fomula ..apa lagi rafizi woi ..sembg je ke sebelum ni?,@khaiburgertambunan,Khai Burger's Tambunan ,0,0,1-6,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Cukuplah. 😂😂,@mielastbahtera,Mie Lastbahtera ,0,0,1-5,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
zaman pn apa isu yg sudah di selesaikan?,@sofianahmad28,Sofian Ahmad ,0,0,1-5,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
dia tak jumpa formula nak stabilkan kroni² pasaran ayam dgn harga rendah..,@putragandadua,adexism ,0,0,1-5,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
paduu,@mississippi857,mississippi857 ,0,0,1-4,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
menteri pn cap ayam 😂😂😂,@dcr2304,manafmuhamad ,0,0,1-4,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"@Rafizi YB ni ada org share formula,tlg follow 😂",@fcrbcustomrod92,Fakrul Hamid Jr. ,1,0,1-4,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terima kasih encik Paham kesusahan rakyat,@abdulrahimrahim583,abdulrahimrahim583 ,0,0,1-4,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
senang je.cetak duit,@miorzulfadli,miorzulfadli ,0,0,1-1,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
dah tahu akta2 kenapa dlm 33 Bulan X jadi pun.,@user425257779,user5871540540354 ,2,0,2022-12-31,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
formula hilang dhanyut banjir,@md_thoha04,Md_thoha04 ,0,0,2022-12-31,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
masa 33 bulan tak keluar PON peraturan dan akta ...semua diam ...harga barang naik,@user5250376820657,Pilot Darat ,4,0,2022-12-30,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
😂😂😂😂😂😂 terbaik tuan....,@haronadam6,haronadam6 ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terbaik wan ahmad fayshal.lapiji cuma kelentong je🤣🤣🤣,@abdrahimwanchik,abdrahimwanchik ,0,0,2022-12-29,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
betul tu.. Raja formula rafizi ....,@ketogalo.kapatube,#ketogalo🤗 ,0,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
lambat sgt. kata malam ni menang esok harga minyak turun. masih tunggu2.. 😁,@sisemma_ummi,SisEmma@Ummi ,1,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
awat deactivate Twitter mat?,@jack__knauf,Jack Knauf ,0,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
nape dulu mse jadi kerajaan x buat ye?🤔🤔🤔,@saitamauchiha847,saitamauchiha847 ,3,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Terbaik..untuk Menteri ambil action,@supernd3,SUPER ND ,0,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
yg sentiasa Ada Dan cukup ditegur...😁😁,@69chuck313,ZURIE@SP ,0,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
formula cetak duit mcm mana yb..dulu masa abah perintah awat tak suarakan,@firdausblacktap,firdaus mustapa798 ,2,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
kita cetak ja duit banyak² supaya boleh beli ayam😬😬😬,@user7014008877056,user7014008877056 ,2,0,2022-12-28,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
yb Waf 👍👍,@zurainey_ismail,zurainey ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
win,@epolanaroka,epolanaroka ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Terbaik PN PAS 💚👍🏻👍🏻👍🏻,@ummi_jaja,Ummi_Jaja ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terbaik YB,@faizerinorikhramikhwan,Faizerinorikhramikhwan ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
30 Bulan tak terfikir,@donovanjeremiah,Aisyey ,2,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
harga ayam hari ini cukup ok.... walaupun saya orang kampung.....,@yusofmusa65,yusofmusa6546 ,2,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"Dh tu kalu dh ad cara, dh ad akta, yg pas pgg 30 bulan lbh sbb apa xbuat?",@engkufitri7665,engkufitri7665 ,3,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
formula tak menjadii😅😅,@penyelarasduntelemong,Mohd Safari Bin Abu ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
cetak duit banyak2 lg bijak yb...gerenti semua kayappo,@eeii_seiii,boyss ,1,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Sabar yb rafizi..saya percaya dgn awak... Diorg semua x sabar...,@melldeah,melldeah ,2,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
cetakk duet lahh dgn surat sokongan,@daddyjohnny23,DaddyJohnny23 ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
setuju dgn YB ..💪,@user7273511505818,Fiz ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
tenang ko kwn tggu sja msh awal utk becakap itu ini.. time kamu dulu knp tiada perubahan hrga brg?,@sergreserg7,sergreserg7 ,1,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
baca skrip ke tu....😂😂😂,@MS4wLjABAAAAvJMifE690Smg4Xl1vpCCnX8TOmb3ENgkRNBN8o2ta8FADyNwzKQFia7K6bOWuVg2,Nasa Nasser ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Kene kene kene,@nor_hisyam96,Norhisyam ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Jgn lupa undi 01,@99speedhunter,Speedhunter ✌️ ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"fizi ada formula lain kut,pak fizi kan raja formula😂😂😂",@cenkerek,cenkerek ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"Alhamdulillah sekarang dah kurang sikit hrga ayam, telor ayam pun senang nk didpti 👌",@ddangokitahq,Ayam Tunok Terjongket ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
berbual,@salehmdnoh,Salehhudin Mohd Noh ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
mne beraninya. nti taikun2 tu batuk habis dia 😂,@jebatderhaka2023,جيبت درهاك ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
😂😂😂 pedas,@orga7d,Orga ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"sabar Tn.kita lihat kedapannya apa yg ia boleh lakukan,terlalu awal kita menilai.seorang guru nak mendidik murid tidak terus pandai ia memakan masa",@julibromasroor,julibromasroor ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terbaik 👍,@wall_harta,Wall Harta ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
p besut stu ngo x smpai dkt jerteh kg d tijah ...mangsa bnjir ..dri byk ckp baik p tgk sna,@cghafiz,cikguhafiz ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
PN dan PAS terbaik,@shaifulhanoor,Shaiful hasnoor ,0,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
masa PN knp krajaan time kamu x turun kan ikt apa kmu ckp2 ni 🤣 2x5 seja bah,@user5822660356403,Mohamed Izz Hassan ,1,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
sebelum ni knp xbuat,@marya27277,marya ,1,0,2022-12-27,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
smp nk kena ajaq mcmtu Bru qeti nk wat keja,@zainulabidinabdullah82,ZAA82 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
menteri cap ayam😂,@puansitihashim7,سيتي زينب هاشم ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
🥰 hadir support,@milamahadi,milamahadi ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Nanti bawak ke parlimen yb..,@nazrikamaludin,Nazri Kamaludin ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
baca apa yb tepi camera? cara cara nak print duit?,@forgottun,tun ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
2x5,@sufpyan,pyan ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
"mantap la, ini baru betul fakta 💯✅ bkn auta 😂😂",@cweetcherry_81,Kak_LeeYa🐝 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
dia google xjumpe kot,@farizaismail119,FARIZA ISMAIL ARTS ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
bawak bawak la sabar. letih,@malz0210,Malz0210 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Terbaik.Hadir support,@zulkarnaenzakaria,Zulzakaria3105 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
👍🏻👍🏻👍🏻terbaik,@marcmar0,Milo I c’è ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
tetap jugak baca skrip 😂😂😂,@mohdazruladnan,azruladnan ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
mn dia tau tu smua...,@joewilier,joewilier ,1,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Dalam parlimen senyap 🤣🤣,@john.travolta2,Johnlabi ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
cetak wang banyak2 😂,@saiful_apex3029,ApexIzShop ,2,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
terbaik yb,@khail902,kerol shop 90 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
baca script ke,@thecikomakgoods,Mhmd Izzatullah ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
Cuba abg tekan butang restart kat pipi dia tu mana tahu dia lag 😂😂 😅,@solehin_c,CEO 🤸🏻‍♂️TYPO📸 ,0,0,2022-12-26,2023-01-30,https://www.tiktok.com/@wan.fayhsal/video/7180670288902851866,39.9K,5029,1803,2022-12-24
