comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,sentiment
Sarawak Sabah terus maju,@nonie4181,Nie Nie ,59,5,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Mendapat PM seperti Datuk Anwar Adalah tidak mudah jadi lindungi Beliau Dan bersatulah sebagai Satu Malaysia Dan berilah sokongan supaya Malaysia maju,@spicychillicurry,My problem is myself ♏ ,80,0,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
good job PMX,@nickjohnathan941,Nick Johnathan941 ,29,0,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
takde yang mengantuk bila DS Anwar Ibrahim bercakap.tepuk tangan pun dgr ikhlas dari pendengar,@hermanhassan485,hermanhassan485 ,78,1,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"pmx dah beri lampu hijau ,kita tunggu apa yg pemimpin sabahaarawak buat .ingat perjanjian ma63 harus di ikut Tampa tertinggal satu pun",@edwardjaner,edwardjaner ,75,8,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"betul tu DS.selebih nya jgk,trpulang pada menteri2 di srwak,untuk majukan negeri sendri.jgn ada alasan lagi.klau tak maju lg,mmg ada yg tak kena lh tu",@jjoni.1,user987117455485 ,14,6,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"sukungg PMX nga, perlu kana pantau juga tu pemimpin2 di Sabah ni.. silap2, kana bikin pomoduk tu rm10juta kalau tiada pemantauan, palis2.",@kupiguring,𝓣𝓱𝓮𝓸𝓯𝓮𝓵𝓶𝓪𝓰𝓱 ☕ ,11,2,Jan-20,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
hebat DSAI terbaik,@usmanbasirun,taiko ,0,0,2h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Persekutuan Tanah Melayu + Sabah + Sarawak,@kretok_tolel,Tolel ,0,0,6h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
🥰🥰🥰,@suratkhamkeo,suratkhamkeo ,0,0,7h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
KWSP bila??,@don_carlo_corleone,Don Carlo ,0,0,8h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Kena berhati hati dgn kuasa baru melahir jerung sakau duit. Adakan peraturan ketat supaya tiada penyelewengan. Ada pemimpin yg sakau tapi tiada hukuma,@user185753833,user2194489090128 ,0,0,9h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"lepas ni kalau xde kemajuan di sabah & sarawak, anda cari menteri atau yb kawasan anda.. PM dah bg greenlight",@ceomanchesterunitedfans,𝘔𝘢𝘯 𝘜𝘵𝘥 𝘍𝘢𝘯𝘴 ,0,0,9h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
terbaik DSAI..smga Allah memberikan kesihatan dn kebersihan hati yg terbaik..,@ramjanne76,ram janne ,0,0,10h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"terbaik pm10 ..rakyat Sabah,Sarawak sokong ..",@user4586799371168,HeartMe😘 ,0,0,11h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
🥰🥰🥰🥰🥰,@maznahyong84,Maznah Oyong976 ,0,0,14h ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Menteri2 lain macam tak tau sj,@inickalang,inic Kalang ,0,0,1d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
betul DSAI,@syaifulsyaiful83,Syaiful Syaiful ,0,0,1d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
terima kasih 🥰🥰🥰,@sempalaikeling,Sempalai Keling ,1,0,1d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
👍👍,@kwakjieun51,juardie maeen ,0,0,1d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
lulus projek tak jadi masalah. yg jadi masalah. harga brg amat jauh beza. Sabah Sarawak dan semenanjung.,@mohdtan57,mohdtan57 ,1,0,2d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
"ni salah siapa? menteri2 Sabah pun kuat sakau...salahkan kerajaan, salahkan DSAI lgi..",@redohun,Syufi🔺h Euginie❣️🍭 ,0,0,2d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
"terbaik DSAI,jika DSAI luluskan MA63 sepenuhnya,tidak perlu lagI brtnding pru dsbah,kami tATAP undi dan sokong DSAI. *#HIDUPDSAI#*",@ranadinadari,Ranadi Nadari ,0,0,2d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
hidup PH🥰🥰,@yaakub02,ياقوب ,0,0,2d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik DSAI,@wellibanez,Fewell Richard ,0,0,2d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
🥰🥰🥰,@zulkifliiman281,@zulkifliiman#281 ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
DSAI please help us SS and return the MA 63 to us as what is stated in the agreement.,@pawin6093,Pawin ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Harap2 bisa carik kerja d saba,@jodynecc,Jody Necc ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
sya sokong apa DSAI cakap. cuba lah DSAI jadi PM malaysia selepas najib dulu,@neltinoo,Neltino27 ,1,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
banyak nya 10 juta .. minyak bila 😂auta btl lah,@pencurimacis,pencuri macis ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
terbaikkk😁😁😁🥰🥰🥰,@kekasihhati295,kekasihhati295 ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
terbaik DSAI,@liliaezra,LiliaEzra ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
semoga DSAI di panjangkan umur Dan Di berikan kesihatan baik. Aminn!!,@winnieangatang,Winnieangatang ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
saya mohon utk buat padang futsal yang lebih baik di kampung saya,@muhammadhamzah1998,HAMZAH ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
mmang pmpin..,@maxythew,Maxy Thew ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
terbaik DSAI🥺,@walterkolok,Walter KJ ,0,0,4d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"janji tetap janji inilah pemimpin,tak berat sebelah,",@heroldrold619,heroldrold619 ,1,0,4d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
itu dia PM berjiwa rakyat,@erikjoe1,Erik Joe ,0,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"the best PM so far, full of karisma dan aura leadership",@user7057872788366,user7057872788366 ,1,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
aku dari dlh sokong dsai,@sitiazilawati1994,Sitiazilawati1994 ,1,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
terbaik,@bellboysmichael,bellton@bell ,0,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
ATGNA dah wasiatkan kat kita pun. tapi kita lalai.,@nzamrzak,nzamrzak ,0,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
DSAI adalah PM yang terbaik yang saya tahu sepanjang hidup saya.,@s141852,john ,2,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik DSAI😂,@yunusvitus77,Yunus Vitus77 ,1,0,5d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
pmx Suda beri green light. klu Masih SS masi daif Dari segi pembangunan maka masalahnya terletal d pemimpin SS sendiri??,@milkyway_310,SV@1735® ,1,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
abah ph dsai tolong lh pengeluaran kwsp di percepatkn,@tayen9,jayen yen-yen ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
🥰🥰🥰,@khanzakhil69,Khanz Akhil ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Terbaik,@jodynecc,Jody Necc ,0,0,3d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Terbaik DSAI,@ibnoarap,ATOK ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
👍,@jackjoe29,Jack Joe ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
mc belum terlambat...,@user1971790586679,user1971790586679 ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
terbaik DSAI,@ikankaloi86,ikankaloi ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
sokong Anwar 👍👍👍👍👍,@elysiaermanno,Elysia😜 ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"kita sabahan tidak prnh isu dngn tanah malaya skrgnya2 apa yg d janji kn msa pmbtukan harus la d tepati, kta hdp ckup harmoni kta harus brsma maju",@m.chaii,Kunsergi ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Terbaik datuk anuar,@faizul.r.g,F.R.G ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik DSAI 👍🥰,@akutetapakuhans78,Aku tetap aku @ Hans78 💖✌ ,0,0,6d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
😊😊,@jairan94,ptang mundur kecuali bini cll ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
tak kan kita jadi kerbaw ditarik baru buat😂,@heroldrold619,heroldrold619 ,0,0,4d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
persekutuaan dah bgi greenlight. tpi pmimpin sabah masi sibuk penuh kn poket sndiri lgi . bermasalah pmimpin sabah,@hasrulz,𝓱𝓪𝓼𝓶𝔂𝓻𝓪 ,3,1,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
sarawak sabah dianaktirikan???,@tengkuzafril02022022,QuAirel ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
tak silap kita memilih DSA ni memang terbaik klau dri dlu kita sedar dn memilih beliau mmang maju sdh negara kita ni,@kingburik97,JoY-BoY😁🍖🍖🍖 ,1,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
smoga pm10 sntiasa sihat selalu,@papaafifafifah,Azrie Dikol ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
pertahan kan dsai...,@n0ng89,Nong ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"mantap DSAI...moga dipanjangkan umur, dimurahkan rezeki & dipermudahkan segala urusan....🤲",@rizanujang,rizanujang ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
TERBAIK DSAI,@saudagar_kapal,user6261744272649 ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"ya betul tu DSAI ,mana mungkin,..lekas hantar audit,.. ini pasti ada ketirisan dalam pemacuan ekonomi sarawak dan sabah... kan...?",@rickygarit,rickygarit ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
semenanjung + sabah + sarawak adalah partner. masing2 ada hak. masing2 ada kuasa. sokong DSAI🥰,@mandauuuuuu,mandau ,1,2,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
dsai memang terbaik lah,@jesitaendro,jesitaendro ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Syabas PMX 👍 Dgn harapan bila diberi kelulusan utk projek more than 10m...jgn pulak menteri2 di Srwk salah guna hak yg diberi 🤲,@hondata__type__r,En. HondatA ,0,1,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Syukur.. Tq Lord.. Tq dsai,@juvy_jrag,JR ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
🥰,@luisalik,Luis Alik ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
kalau ini yg di utamakan pasti sy dan yg lain akan sokong sampai bila2,@user926994169272,user926994169272 ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Dsai the best,@gemini.8999,Gemini ,0,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Anuar dah lama terfikir laa untuk memajukan sabah dan sarawak selaras dgn kemajuan wilayah perseketuan cuma Dato M yg galau😏😏,@mr_right1234,mr_right1234 ,1,0,1w ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Lambat suda bos. Habisnsuda tu minyak pgi sana semenanjung,@lolol92920,sheep ,2,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Benar...tapi jangan muskilkan sendiri.,@neo_perantau,perantau ,0,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik DSAI,@donnyinang,donnyinang ,2,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"terbaik D,S,A,I,,,,,🥰",@wukcau,wukcau ,0,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"maksud dalam..perjuangan jangan bulak,itu maksudnya,.kalau pemimpin cakap kosong cuma harap jadi kerbau,itu maksud dia,dsai ckp,dan janji tu.kjan srwk",@heroldrold619,heroldrold619 ,0,0,4d ago ,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Nafas baru bagi rakyat Sabah dan Sarawak. thanks Lord,@googoocaka,CinCauHunTer ,1,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
kenapa sebelum ini perjanjian itu tdk dilaksanakan..?,@jayyah06,Jay Yah ,0,0,Jan-23,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Terbaik PMDSAI👍👍👍,@rooneyrex,Rooney rex ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
"sya rakyat sabah..
syukur Anwar pmx yg trbaikkk👍👍",@user4677497960893,Edmund ,1,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
pemikiran seorang pemimpin kelas dunia... kalau 13 tahun lepas dia pegang mungkin benar wawasan 2020 kita dah maju seperti dunia luar ...,@tt.brotherhood,TT.BROTHERHOOD ,4,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
💪👍terbaik DSAI..moga d panjangkn umur PM kita ni..tq,@rodycody,rody77 ,1,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Hebat DSAI fham tuntutan kmi dri sabah..💪💪💪,@fauziahkudus,fauziahkudus ,1,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
🥰🥰🥰,@nashsirudeen,Nash SiRu Deen ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
😅😅😅,@ashsahlan6,ashsahlan6 ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"Saya sentiasa Doakan PM DSAI diberkati,dilindungi Dan dipanjang kan umurnya Dan sekeluarga...",@kitarokoguri,shim aron ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Puji Tuhan......🙏🏼🙏🏼biarlah Sarawak Sabah punya Hak sendiri buat keputusan fan kelulusan Project sendiri,@kitarokoguri,shim aron ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
Terbaik DSAI..semoga sihat selalu,@kagura273,Siniestro ,3,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbik Dsai,@MS4wLjABAAAAQNktaBH1EWUCPxkRaMR7WoUZCeAWXDobUEKm-pGLvMowak0FEJbMo_XENSuRs5V7,Harin Mosikal ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
Dsai proojek SMK sebayau balo lagi pmx,@yusuptayup1,yusup tayup ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
terbaik more 63 agreement,@racombi,vd789 ,0,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
MA 63 ini Kena ada tercatat di buku pelajaran Sejarah Malaysia,@silveranchatatto,silveranchatatto ,1,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
dsai's speech always the best than pm bfor. too many book read,@wweerrlrllllll,Wwwwwwww ,1,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
skrng cm mna anwar baik ke tidak,@asfia2004,ASFIA ,2,0,Jan-22,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Bila DSAI jadi pm saya jadi bersemangat kerja.DSAI seperti energy pembangkit semangat berjuang..berjuang untuk keluarga dan negara..,@jacklavel,jacklavel ,4,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik 🥰,@ezraselong,ezraselong ,2,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
hidup reformasi 🥰🥰🥰,@boyaffendy8,BOY@AFFENDY ,0,1,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
Terbaik DSAI 🔥,@triple.yb.shop,PENJUAL BAJU PMX ,2,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
😁Thats tru DSAI. SALUTE~,@mdasxtn,T.F.T ,1,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
kmu taw jgk saya kn pnegak keadilan. rata smua kata DSAI,@qaisarahrizal,Alhamdulillah 💎 ,0,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
😁,@drkidal,DrVimalan ,0,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
mana mau tgok full ni ya?,@radiozzar,Suri_수리 ,0,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
👍,@mr.kenzzz02,MR.Kent✌️ ,0,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
pak najib mana ada cakap macam ne ucapan brim naik semua terdiam M63😂,@jelianyansky,Dron ,0,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
"Inilah pemimpin yg betul² ""Walk the Talk""",@azrynshah76,Los & Faun ,1,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,positive
terbaik DSAI untuk Sabah dan sarawak,@jesssperr6766,Jess Perz ,1,0,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,neutral
UNDI LAGI SEKALI..UNDI KEPERCAYAAN..BAGI SABAH DAN SARAWAK..INI PERMINTAAN GENERASI SEKARANG..,@ibrahimrashid849,ibrahimrashid849 ,3,1,Jan-21,1/2/2023,https://www.tiktok.com/@dsai.pmx/video/7190589718713617691,19.2K,579,512,Jan-23,negative
