comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
PKR 🙌🏻🙌🏻,@herrynik,Herryniking ,0,0,2022-5-21,2023-01-30,20.1K,420,450
Nurul izzah my idola ...keadilan.. terbaikkkk 🥰,@user2953587858313,Jeff@bocor ,0,0,2022-5-21,2023-01-30,20.1K,420,450
Lawa la pulak..🥺🥺🥺🥺,@panggiljeal,hey AL ,0,0,2022-5-21,2023-01-30,20.1K,420,450
puteri reformasi,@duakalilapan,Akashizou ,0,0,2022-5-21,2023-01-30,20.1K,420,450
single kan?,@chuawd,WD Chua ,0,0,2022-5-21,2023-01-30,20.1K,420,450
dia X mekap pun kan 😳,@lela_1515,lela ,0,0,2022-5-20,2023-01-30,20.1K,420,450
Rosmah tetap no1 😂😂😂😂,@ijat_2411,ijat@2411 ,0,0,2022-5-20,2023-01-30,20.1K,420,450
lebih layak jadi PM Malaysia suatu hari nanti,@user9661786203859,user9661786203859 ,0,0,2022-5-20,2023-01-30,20.1K,420,450
after winning ge14 start to show the real colours,@mute_collar,mute_collar ,0,0,2022-5-20,2023-01-30,20.1K,420,450
Natural beauty 😍,@andreaslokadia,AndreasLokadia ,0,0,2022-5-20,2023-01-30,20.1K,420,450
"Pernah jumpa YB depan2, after terawih di Masjid Bangsar. Masa zaman study dulu. Peramah,usik sy dgn member😂and mmg kulit mcm tu. Flawless.🥰",@moosh077,moosh077 ,0,0,2022-5-20,2023-01-30,20.1K,420,450
back u all the way,@516300chai,bernardchua667 ,0,0,2022-5-20,2023-01-30,20.1K,420,450
Kita perlukan kepimpinan anak muda spt YBNIA,@akumiliknya50,Hijrah.Jiwa ,1,0,2022-5-20,2023-01-30,20.1K,420,450
sweet 🌹,@fazzly_harun,Ƒ𝕒𝓏𝕫Ⓛ𝐲 Ⓗ𝕒ⓡǗŇ ,0,0,2022-5-20,2023-01-30,20.1K,420,450
Seorang Puteri Dilahirkan Begitu Cukup Didikanya Semoga Berjaya Didunia Dan Akhirat...,@zainlizamohdal,Zain Liza Mohd ,1,0,2022-5-20,2023-01-30,20.1K,420,450
"natural tulen, mcm ibu nya🥰",@user7302284479817,momo ,0,0,2022-5-20,2023-01-30,20.1K,420,450
"love her stail,fit to be leader",@michikodiamond,CatWomen69 ,0,0,2022-5-20,2023-01-30,20.1K,420,450
Dia memang lawa semulajadi. Aku pernah jumpa depan-depan.,@hilmibtk,hilmibtk ,0,0,2022-5-20,2023-01-30,20.1K,420,450
cantik dia ni,@jabatan_alam_sekitaran,cawangan siasatan khas ,0,0,2022-5-20,2023-01-30,20.1K,420,450
"dia mmg cantik,walaupun muka penat,cantik mmg cantik,pernah tgk depan ii,masa belah kek pantai dalam.",@niza_888,Niza- female ,0,0,2022-5-19,2023-01-30,20.1K,420,450
yb ada kerja drebar partime tak😎,@chilieabi,chilieabi ,0,0,2022-5-18,2023-01-30,20.1K,420,450
"anak,bapa ,ibu,,,kaki scam Malaysia 😁😁😁😁😁",@awangmohd01,Awang mohd ,0,0,2022-5-18,2023-01-30,20.1K,420,450
hi dear,@raymandkumar,raymandkumar ,0,0,2022-5-18,2023-01-30,20.1K,420,450
@nuartaipeng:hadir support👍👌,@nuartaipeng,nuartaipeng ,0,0,2022-5-17,2023-01-30,20.1K,420,450
Hope she becomes our pm one day,@commentator444,Commentator ,0,0,2022-5-16,2023-01-30,20.1K,420,450
YB limited edition 🥰🥰🥰,@shahrul_shaharuddin,Shahrul Shaharuddin ,0,0,2022-5-16,2023-01-30,20.1K,420,450
I will support her,@raja53333,user1474338900571 ,0,0,2022-5-15,2023-01-30,20.1K,420,450
semoga sukses,@faudzee,fzey ,0,0,2022-5-15,2023-01-30,20.1K,420,450
pintar sprt bpknya DSAI,@hadyclluselingkuh,hadyclluselingkuh ,0,0,2022-5-15,2023-01-30,20.1K,420,450
cantik orgnya Nurul izzah nie.....🥰,@zamana58,BEAR🐼 ,0,0,2022-5-14,2023-01-30,20.1K,420,450
best ever my idol,@semelingk,Aku menulis bkn kerana nama ,0,0,2022-5-14,2023-01-30,20.1K,420,450
suda kahwin kah 😅 mcm lama suda single kan 🥰,@namrahila,namrah ila ,0,0,2022-5-14,2023-01-30,20.1K,420,450
"suka tgk wajah dia ni sejak belum jd yb kg. cantik berseri, tenang suara sedap dan sopan jer. moga Allah memimpinnya dan berkati hidupnya.",@rohizanayos,AYOS58 ,0,0,2022-5-14,2023-01-30,20.1K,420,450
tp syg..hamba abdi dap,@mynames242,@jejakamalam ,0,0,2022-5-14,2023-01-30,20.1K,420,450
"yes very true ,very very limited edition , a women with full of substance , beauty and Brian's ,have hopes",@user71peaceloveharmony,Legends of 71  good bad ugly ,0,0,2022-5-14,2023-01-30,20.1K,420,450
Semoga dipermudahkan segala urusan dan usia yang diredhai,@abamdd,AbamDD ,0,0,2022-5-14,2023-01-30,20.1K,420,450
idola,@ijjamijam,ijjamijam ,0,0,2022-5-13,2023-01-30,20.1K,420,450
terbaik,@karmilakarmila683,karmilakarmila683 ,0,0,2022-5-13,2023-01-30,20.1K,420,450
waja aura x ada rasuah..,@md88886,md88886 ,0,0,2022-5-7,2023-01-30,20.1K,420,450
Sokong,@abgajak76,Abdul Razak Azmi ,0,0,2022-5-5,2023-01-30,20.1K,420,450
the bestttttttt family aver dsai,@dayangshafika_,Dayang ,0,0,2022-5-5,2023-01-30,20.1K,420,450
crush,@atan19940,Gonzales94 ,0,0,2022-5-5,2023-01-30,20.1K,420,450
dialah ni hurmm cantik sangat,@0neshoot_silencers,kak_yongz ,0,0,2022-5-5,2023-01-30,20.1K,420,450
the real natural beauty and with brain and attitude.,@nchdontcare,do not disturb ,0,0,2022-4-30,2023-01-30,20.1K,420,450
hai dear💕💕,@arronkazama1,",#ArronKazama#king maker PM10 ",0,0,2022-4-29,2023-01-30,20.1K,420,450
@shashasquerol kakakmu kah ni mcm sma pulak muka mu,@shah_li4,halal mode ,0,0,2022-4-25,2023-01-30,20.1K,420,450
ini macam 💪👍,@mattted0,matt tedd ,0,0,2022-4-24,2023-01-30,20.1K,420,450
next... duda dia plak,@malverick_,malverick🇲🇾 ,0,0,2022-4-24,2023-01-30,20.1K,420,450
cantik sungguh.,@d_mama21,nubna ,0,0,2022-4-24,2023-01-30,20.1K,420,450
@wc1v3lthce ada iras muka mak hg,@auliaaanrul,lyaa ,0,0,2022-4-24,2023-01-30,20.1K,420,450
Xberubah.. Cantik semulajadi🥰🥰🥰,@dyganni,Dayang Anni ,0,0,2022-4-24,2023-01-30,20.1K,420,450
berseri seri.wajahnya...limited edition....low profile ..suka tengok dia🥰🥰🥰🥰,@ashaahhamid503,ashaahhamid503 ,0,0,2022-4-24,2023-01-30,20.1K,420,450
Alahai lawa nya...😙😙😙,@kucingbiru93,KucingBiru ,0,0,2022-4-22,2023-01-30,20.1K,420,450
steady lisdawati 👍,@shvbsz,ㅤㅤㅤㅤㅤㅤ ,0,0,2022-4-21,2023-01-30,20.1K,420,450
She is so pretty,@cage_76,Kunta ,0,0,2022-4-21,2023-01-30,20.1K,420,450
@anission aku ja ka rsa dia mcm pn yuri,@najzza,tomtombak ,2,0,2022-4-21,2023-01-30,20.1K,420,450
Cantik,@harlinabintiatan,harlinabintiatan ,0,0,2022-4-20,2023-01-30,20.1K,420,450
My idol,@aishiteru_desu,Jjamppong ,0,0,2022-4-20,2023-01-30,20.1K,420,450
kekasih gelap sy ni 😁,@kecikeric,kecikeric ,0,0,2022-4-20,2023-01-30,20.1K,420,450
@rilekdulu hahaha ko xnk buat style camni lagi ke 🤣,@crunchienis,canissssss ,0,0,2022-4-20,2023-01-30,20.1K,420,450
I want her to be our prime minister ❤️,@whatsthe20,user6291482860038 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
minat cara style tudung dia,@zakiee._,Kie ,0,0,2022-4-20,2023-01-30,20.1K,420,450
"BEAUTY WITH BRAIN!
SHE'S AN ICON",@ainfarzana_,Stranger ,0,0,2022-4-20,2023-01-30,20.1K,420,450
cantiklah kak izzah,@badakseksi,Aisyah. ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Ada Iras dato Sri anuar Ib Rahim...,@botkal170915228814239,LMAO = limau@oren ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Lawa,@ryuaydeen,Ryu Aydeen ,0,0,2022-4-20,2023-01-30,20.1K,420,450
cantik do dia aih,@ryyalhadi,ㅤ ,0,0,2022-4-20,2023-01-30,20.1K,420,450
"Ramai org x suka bapa nya.. Tapi bila nmpak anak nya, terus di fikir skali Lagi.",@makcikbawang22,Cik Embon ,3,0,2022-4-20,2023-01-30,20.1K,420,450
allahuakhbar. terbaik,@mohdraslimatyusof,pokko ,0,0,2022-4-20,2023-01-30,20.1K,420,450
"dia dulu dah pkai tudung sulam,sekarang trend balik",@fleur.roses_,zati 🦋 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Aku mula kenal dan terus sokong dia dari tahun 1998.. selepas tragedi hitam mata lobam papa dia 🥲🥲🥲,@raniz59,RaniZ ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Lawa betul 🥺🥺🥺,@suriyana210,SuriYanaElly🐻🌸 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
i still have a crush on her,@emi.formula,Latifi the GOAT🐐 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
semangat macam ayahnya,@ceoofcollar,Mat Kolar ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Adorenyaa die nie . Cantik lepas tu bijak 😍,@herlinaazuar_,HerlinaAzuar ,0,0,2022-4-20,2023-01-30,20.1K,420,450
terbaik yb...,@azzahra6765,Az Zahra6765 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Salam YB.🥰,@ijrexcell,I.J 55 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
yb nurul izzah boleh capai impian bapak dia yg mustahil nak tercapai tu..jadi pm wanita malaysia yg pertama 🥰,@mohdzulkifli8688,Mohd Zulkifli ,4,0,2022-4-20,2023-01-30,20.1K,420,450
Masalahnya before dgn after takde beza😭😭😭😭😭😭😍,@kakama_,Kakama ,0,0,2022-4-20,2023-01-30,20.1K,420,450
terbaik yb,@mahen081,user2059668273309 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
suka tgk wajah...cute,@eryn19__,erin ❤️ ,0,0,2022-4-20,2023-01-30,20.1K,420,450
My princess,@midnightdiner1,ikhwanamohamadnor ,0,0,2022-4-20,2023-01-30,20.1K,420,450
terbaik YB👌,@abdulrashid9914,abdulrashid9914 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
CRUSH KEKANDA MUJAHID🧔🏼💞😂😂,@kenpachi.26,Uchiha.ichigo🔥 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
nak sangat tengok dia bersanding balik 🥰,@izmalianazulhaq,Vitamin Iz ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Dia ni sesuatu la.. aura dia lain. Beauty with brain🥰,@noriedamonsteria,Norieda ,0,0,2022-4-20,2023-01-30,20.1K,420,450
bukan mujahid nak tackle die ke dulu...Bhahahaha😂,@arghhh888,Human From Heaven ,3,0,2022-4-20,2023-01-30,20.1K,420,450
Ayah saya guru dia masa sekolah rendah dulu. Baik budaknya.,@emmasmitten809,emmasmitten809 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
alhamdulillah.. cantik dan ayu YB... Moga sentiasa sihat dan sentiasa dlm lindungan Allah hdknya.. Aamiin,@mrosli123,007jemsbond ,0,0,2022-4-20,2023-01-30,20.1K,420,450
ya Allah aku ingt peguam siti bainun tadi,@seiyike,مرس ,0,0,2022-4-20,2023-01-30,20.1K,420,450
sukanya tgok dia senyum 😳 ..,@c7_khairulmunir,υηclє•кαyz❖愛 ヤク ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Masa sekolah dulu pernah jadi kawan baik..,@zulafandifandi1,Zulafandi ,0,0,2022-4-20,2023-01-30,20.1K,420,450
semua mcm before..,@rayfabijr,Ahmad Rizal ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Yes aku tau YB Izah comel n cute.😁,@shadinsha57,shadinsha57 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
Sama muka mak sedara aku,@myname.cion,F | R🍬 ,0,0,2022-4-20,2023-01-30,20.1K,420,450
"But somehow, i feel abit pity for her 🥺 idk y",@arin_channel,Arin Channel ,0,0,2022-4-20,2023-01-30,20.1K,420,450
siti bainun before n after please😳,@pakurawan99,getah anngur ,1,0,2022-4-20,2023-01-30,20.1K,420,450
who is she.,@nermalpannu,nermal pannu ,1,0,2022-4-20,2023-01-30,20.1K,420,450
"yb izzah cantik, berani.",@selasuhaila,suhailasela ,1,0,2022-4-20,2023-01-30,20.1K,420,450
She’s one of a kind,@fvrismvlik,Faris Malik ,0,0,2022-4-20,2023-01-30,20.1K,420,450
cewek ganteng ni 😘,@malikiqbal.05,Iqbal Malik ,2,0,2022-4-19,2023-01-30,20.1K,420,450
yb kmi,@muhammadmizanabdu,muhammadmizanabdu ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Gorgeous gorgeous girl,@nicholas_luke,Mayne ,0,0,2022-4-19,2023-01-30,20.1K,420,450
die dh xsependapat dgn bapak die dh kn?,@slm_transport85,slm transport ,1,0,2022-4-19,2023-01-30,20.1K,420,450
mcm lisdawati🥰🥰🥰,@husnaadhhiah,Dapur Secret Husna ,0,0,2022-4-19,2023-01-30,20.1K,420,450
ayuh Malaysia terus berjuang,@khairulnizammohdyatim,khairulnizammohd4 ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Suka tengok dia Ni..,@useamerose,Nandra rose ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Rina Harun pls🤪,@ziralalalala,♡🆉🅸🆁🅰♡ ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Shes so pretty,@krnszn_,Gumpert ,4,0,2022-4-19,2023-01-30,20.1K,420,450
LET'S GO YB NURUL IZZAH🥰,@starexes,coca cowlaaa ,0,0,2022-4-19,2023-01-30,20.1K,420,450
Brilliant girl!,@mawarkhayalannn,Mkhayalan ,0,0,2022-4-19,2023-01-30,20.1K,420,450
@pocotiticoloco_ @hnsfazhr @dinafiqaa dari dulu sampai sekarang lawa,@user0209233103,jijo alfonso ,0,0,2022-4-19,2023-01-30,20.1K,420,450
very intelligent woman,@young_taqim,taqim ,1,0,2022-4-19,2023-01-30,20.1K,420,450
So pretty 🥰🥰🥰🥰 so proud of her 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,@pineappleofshasha,Shashaaaaa ,3,0,2022-4-19,2023-01-30,20.1K,420,450
Pretty now and then 🥰,@namunamuhae,Nuyeng ❀ ,0,0,2022-4-19,2023-01-30,20.1K,420,450
demi periuk nasi je😂,@hafsyammokhtar27,Ultra Sonic369 ,2,0,2022-4-19,2023-01-30,20.1K,420,450
Sebiji macam lisdawati,@xiand9,XI& ,0,0,2022-4-19,2023-01-30,20.1K,420,450
dlu skrg tkde beza. cantik jg,@zaheads,zaheads I jual & repair laptop ,2,0,2022-4-19,2023-01-30,20.1K,420,450
lawa yb nurul izzah🥰,@wizard_king4,wizard_king4 ,2,0,2022-4-19,2023-01-30,20.1K,420,450
steady yunx,@angahsaiful783,sey-pulled ,0,0,2022-4-19,2023-01-30,20.1K,420,450
Puteri Reformasi.,@iamnazir88,MushroomSoup@KacaMataPena ,3,0,2022-4-19,2023-01-30,20.1K,420,450
anas alam faizli,@pakoculomotor,a.syaarini ,0,0,2022-4-19,2023-01-30,20.1K,420,450
YB NURUL🥰🥰🥰,@iyah22x,iyah22 ,1,0,2022-4-19,2023-01-30,20.1K,420,450
cute..yb...UuuuRaaaa,@lolanawawi,Lola #masa ,1,0,2022-4-19,2023-01-30,20.1K,420,450
terbaik yb Izzah,@atam_1173,atam_1173 ,2,0,2022-4-19,2023-01-30,20.1K,420,450
idola buat sama sekarang ni,@totganesh,Tot Ganesh ,2,0,2022-4-19,2023-01-30,20.1K,420,450
cantik yb,@donjkola1,donjkola1 ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Justice4bella,@lionsscaffoldmafiaz,LionsScaffoldMafiaz ,1,0,2022-4-19,2023-01-30,20.1K,420,450
terbaik YB,@hadisamsuddin,Hadi Samsuddin ,1,0,2022-4-19,2023-01-30,20.1K,420,450
👍💪YB NIA,@jalil0209,Jalil ,2,0,2022-4-19,2023-01-30,20.1K,420,450
Hi 💞💞,@azleena42,Azleena ,1,0,2022-4-19,2023-01-30,20.1K,420,450
Crush aku dulu. 😅❤️🌹,@muniroamani,Muniro Amani ,2,0,2022-4-18,2023-01-30,20.1K,420,450
haha this song 😂,@nicedurians,one two one ,2,0,2022-4-18,2023-01-30,20.1K,420,450
q suka semangatnya🥰,@radenhude,Radenhude ,0,0,2022-7-13,2023-01-30,20.1K,420,450
waw,@lindagumisi,LG ,0,0,2022-7-4,2023-01-30,20.1K,420,450
