comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_likes,video_comments,video_shared
@eiyydahh haha comey jer dio kei,@int4npayung,Norsyafiqah Mohamed ,1,0,2022-11-26,2023-01-30,38.1K,664,1278
Sy bkn pnyokong ph .. but im so respect to yb izzah n dsai🥰🥰 yb comel mcm bdk sekolah blik sklh 😂,@cikpuandiya_racuntiktok,DiyaNadia ,1,0,2022-11-25,2023-01-30,38.1K,664,1278
br mcm TU dia ttp cantik .berjiwa tegar.🥰,@ameliarisnita,AmeliaRIsnita ,0,0,2022-11-25,2023-01-30,38.1K,664,1278
Sempoi 👍🏻👍🏻👍🏻,@irfansofianaufal,IrfanSofiaNaufal😍 ,0,0,2022-11-25,2023-01-30,38.1K,664,1278
Haha comel tau dak! 🥹,@nurrsyairah,Nur Syairah ,0,0,2022-11-25,2023-01-30,38.1K,664,1278
alololo comel nya,@nomame0011,No name ,3,0,2022-11-25,2023-01-30,38.1K,664,1278
😂😂tp kn knp laki dia msh nma Cina lg .,@putradanish88,own ,0,0,2022-11-24,2023-01-30,38.1K,664,1278
weiii😂😂,@noraaeeyda,Noraaeeyda ,0,0,2022-11-23,2023-01-30,38.1K,664,1278
Hahaha terhibur aku baca 😂,@kak.atul,Atul ,0,0,2022-11-23,2023-01-30,38.1K,664,1278
"dia Cantik dari dalam, walau apa keadaan tetap Cantik jdnya",@safiya_8186,Safiya_Syanie ,1,0,2022-11-22,2023-01-30,38.1K,664,1278
"Dia wanita yg natural, tp byk pelakon yg jeles kat die Fhm2 jer lh semoga sehat selalu yb",@indahsafri0,D'LESTARI ALLSHOP ,3,0,2022-11-22,2023-01-30,38.1K,664,1278
X yg lagu tu apahal hahaha,@mals1231,Mal123 ,0,0,2022-11-22,2023-01-30,38.1K,664,1278
double visor tu,@injector150,injector150 ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
Pelakon no 1 5 tahun sekali😂,@lihing232,lihing232 ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
sempoiii 🥰,@dziekamikaye85,DZie Kamikaye ,0,0,2022-11-21,2023-01-30,38.1K,664,1278
Aku dah cakap yb izzah ni comel😂🥰,@alif.ag,alifag ,2,0,2022-11-21,2023-01-30,38.1K,664,1278
izzah adalah seorang yang lantang bersuara ☝🏽,@fi.rahh,🫶🏻 ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
Comel lah hahahahahahaahaha,@piranhaaagirl,🌸A K A K. P I R A N H A🌸 ,2,0,2022-11-21,2023-01-30,38.1K,664,1278
hahahha apa2 ponn tetap cantikk😂,@itsayunie,Yunn🕊 ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
Oklaa tu 😂,@iam_aiff,A I F F ,0,0,2022-11-21,2023-01-30,38.1K,664,1278
Dia dah kalah kat pematang pauh,@tasyabaharum,tasyabae ,0,0,2022-11-21,2023-01-30,38.1K,664,1278
nurul izzah ...puteri reformasi .moga kembali semula nanti .Msia perlukan pemimpin hebat camni🥰,@drluvswhrtarmand,drluv ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
HAHAHAHAHAA COMEL NGAT,@lahghisau3,Be who you are ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
🥰cntik,@erma_awie,erma_awie ,0,0,2022-11-21,2023-01-30,38.1K,664,1278
she so humbled,@aidajoe28,MrsAjoe ,0,0,2022-11-21,2023-01-30,38.1K,664,1278
🥰🥰🥰🥰🥰tetap cantik dulu kini dan selamanya nya...,@aidakasim2,Aida Kasim ,1,0,2022-11-21,2023-01-30,38.1K,664,1278
@Dins NAURR 😭😭😭,@p.aleeysa,esya ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@cicikomi i cant masuk melaka sensorang🥰,@anotherms2ra,Psycho🥰 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
🥰🥰🥰love sngt.. apa pun tetap comel..,@ummiahmad85,ummiahmad_ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Hhahaha... So shomelll laaaaaaaa,@kuihsiput29,Kek pandan ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@yananasser_ dorg ni la😂,@win_nasir,captain ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Dia sempoi tapi hati Kental💪🏻,@mama3in1,k.As ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
suka aku tengok dia ni. 😂😂 tak pernah elok tudung dia pn comel😂😂,@leely962,YouKnowWho 👻 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
🤪 Tapi yb dah curi hati rakyat 😜,@ini_yotyot1017,AlifLamYaAlif ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
asal dia kena naik motor😂😂😂,@ikynnasir,belikatIkyn ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comel😂😂😂😂,@kentangkecik12,kentangkecik🥔 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHA @nurinzulaikha,@nurinamalia._,rin ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
dia ni cantik tau gais,@jmnmsoly,keep silent ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@Waaa🐣 werhhhh hahaha,@nha09__,H I K M A H 🤍 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
tapi knp lagu pengantin,@nurulal3ya,Nurul Alya ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comelnya 😂😂,@lynaniahjb30,liyana@niahjb30 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel je,@yeyokmad,ياييوک ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
ada baju sama mcm yb..baju batik group masa bljr kolej nurse kt bukit mertajam.,@strawberry_8789,user2019043684972 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHAHAHAHA Ni lawakkk,@emilisya,emilenalisya ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Humble,@babyrahmahariff,Babyrahmah ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel😂,@_.4pepejelah,Abby ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
hahhahaha...mcm ank sy si sofia balik dari tadika😂,@fazhazmidarmiedat,fazhazmidarmiedat ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
tudung kedepan pun cantik,@rxncxr,r 🎧 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
"gitu pun comel doh , always baju kurunggg ! cantik gila dari dulu 😭😍",@wwhosninaa,Nina Gamon 🏃🏻‍♀️ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
tetap comei,@makuda86,Che'Ta ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
seorg yg kuat...,@shahirahshahirah,Shahirah Shahirah ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
aq dh la selesema habis terkeluar hingus aq😂😂,@m_syaaaaaa,. ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comel..,@puterilanun_,🌺PuTeRi LaNuN🌺 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@shfqaziera Allahhhhh.. drpd dulu asek la kne bahan. Kesian kakak! 😂,@kema_huyeh,Nurikhmar ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Apapun suka ikut perkembangan Izzah walaupun kita bkn kaki politik,@kla2880,KLA ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Hahaha comel😂,@fatinwahida1234,fatinwahida1234 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"anak : ayah cpt la bwak motor kita dh lmbt nie
ayah : sabar ank jln sesak nie",@_chikuxa93_,kuza93_ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
😂😂😂sempoi jee. xde nk cover2 ayu,@kedaibajetciput,Ain Here💋 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Baru jiwa rakyat,@maddkbd_,𝑀𝓊𝒽𝒶𝓂𝓂𝒶𝒹 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
woiii😂😂😂. HAHAHA,@_itsmeshella,SPM 2023/2024 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
"Izzah n kj personally,",@lyalyana123,Kiah ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Too humble @Rakan Nurul Izzah Anwar🧕🏼 🥰,@reshikah_andrus,RESHIKAH ANDRUS♥️ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
sempoiiii,@thearomantica,TheAromantica ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
WEHH HAHAHAHAHHA COMEL,@mochaaiiiii,0012 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
sis petugas spr dah jmpa dia smlm comey org nya humble,@m1rae1,goyangi ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
comel 😂,@eijaahhh_04,iejah_04✨ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
izzah klu kau msk pn..mmg aku sokong dh🥺tolong ...,@gadiskental12,sweetiePiehoneybunch ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
siapa pun dia …jgn hina org xkira spe pn kita…,@whitedoveeeeee,🕊️🫧white Dove🫧🕊️ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
AKU BERDEKAH TERUK WEY 😭🤣😭🤣🤣 Comel la dua mempelai ni lahai 😂🥰,@nfzykshm,fz ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
"aku bkn la penyokong PH tp aku suke tgk izzah dgn mak dia..wanita yg berani,brsemangat 😊",@paeeeezah,Faezah Rahman ,4,0,2022-11-20,2023-01-30,38.1K,664,1278
comey 😭,@www.isy4,isya ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
ghisauuuu😂,@nurkainu,✨NK✨ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Wei hahhahahah 😭😭🤣,@nesc4feais0,𝓝 / 𝓝 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
comel🥰🥰,@norazlina0000,Norazlina0000 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"so humble, dtg dgn motor je🥰",@nrl_eifah,nrl_iffh ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
nurul izzah bab awning tudung memang mcm tu tpi cantikk🥺,@laykhaaaa_,hai stranger ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@n_izzah apologize for this video 😭 but i hope u read all the comments here. we all wish the best for you 🥺,@spongemabok,spongemabok ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
bukan nk gelak tapi dh tergelak..sorry kak😂,@ndn_43204,DDD..ii ,4,0,2022-11-20,2023-01-30,38.1K,664,1278
All the Best Nurul Izzah.....🥰,@umairahiskandar90,Umairah ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHHA SIOT LA KELAKAR,@manusiaisme_,พังค์น้อย ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
@aisy.aa HAHAHAHAHAHA,@userhealangggggggggg,ur stranger ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
sama macam ko pakai helmet @Amelie vv,@onlydalee,da ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@mummynd tudung dia 😅,@_hajaaa,Haja | Tokey Tudung ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"@baiyatu , ingat tak tudung terbang lepas konsert aritu😂😂😂",@kaseh_amiyu,Kaseh Noridayu ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Cuba rosmah camni 😂,@_mysayang_,blinkblink✨✨✨ ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
aku respect dengan nurul izzah,@tengoklu3,tengoklu3 ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
Tudung dia cemtu pun tetap cantek. Hahahaha.,@izzahalfaroqiah,Ukhtizzah 🌹 ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHAG COMELLL,@piecesdee,dee ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Knpe ek muka dia cam ada iras syed saddiq 😂,@hnna.nn,strawberry ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
"YB Izzah, berehat la sementara. Mungkin Allah nak takdirkan dapat baby baru ❤️❤️❤️❤️",@reenasupian,Reena | Queen of Organizer ,4,0,2022-11-20,2023-01-30,38.1K,664,1278
@𝑎𝑛𝑖𝑠 dah kenapa tu 😂,@syaz4na,•y e e n• ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel,@dyancadillac,Dyanca🍣 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@balqis HAHAHAHHAHAHA,@anotherhne,h ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
WE AHAHAHGAHAAHAHAHHAHAHA,@choclavafrape,aeri 🍰 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel 🤣,@sofea.hanim,Sofea Hanim ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHAHHA COMELLNYER,@wxtmair4,tisya ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Aduh…asal comel sgt😂😂,@joejl25,𝐽 𝑜 𝑒 シ❦ ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
Elok je ek muka mcm tu cuba kita 😂 hhahahahah,@bebywakakaka,Ceopenat🥲 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Hahahahah Dekahlahhh😂😂,@zhoujia97,@DagingPaprik ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
ape pasal comel sangat😂😂😂,@intanaireynaa,Aireynaashop ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Ape ni still nmpk comel😂😂,@_.miloaiss6,Nabilah hadi ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
kita hormat sesama kita,@amani5769,🍂🌹Amani🌹🍂 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
bye bye kakkk,@faisalsuri87,faisalsuri87 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Hahahahahaha berdekahhhh😂,@shaasyuhada,Sha Syuhada 🕊️ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Yg pntg pkai helmet keselamatan utama kan,@muhammadnabil046,Muhammad Nabil ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
😂 tetap lawa....,@eena_mansor,Eena Mansor ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
"semngat die kuat .ape ape pn kami bukn x suke atau bnci tp kami mncari kslamatan,Agama dn kselesaan tnpa prgduhan utk mase depan yg cerah☺️",@ladyshahrul,Rozshah ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Sabag la noo.. Nk bt cmna.. Mgkin Allah nk bg muhasabah diri,@farahiyahabdulaziz,Farahiyah Abdul Aziz ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@E mls nok suke sorangg😁,@aqishndek,BalqisZakaria_ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"tudung cmtu pun lawa lagi, kalau akuuuu. haishhhhh",@sherilquinn,SherilQuinn ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
budak baru balik Koko😭,@yuhhhleca,ZONT ZO IT ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel plus cantikk🥰,@japnantisayahadir,Jap nanti saya hadir ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
berdekah aqu HAHAHAHHA😂,@bent.mustaffa,enabbb bongsu🐼 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Hahahaha comel,@cenarare,Cenarareee ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"Minat kat dia, jiwa wanita pemberani",@mairanjw,Humaira ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel,@nothingtobotheranymore,Nothingtobother ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
comey😂😂,@nikmirahana,Amirah✨| Jutawan Shaklee ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Hahahahaa macam baru balik sekolah cuteee 😂,@sorfnotsoft,misorf soup ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
aku suka tgk dia ni dari dlu😂,@biru.byru,rara ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Come back stronger,@azhieeda86,ajida daging mukbang ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@? @tengok la esok kalau tak hujan ni lawak😂,@dekchah.__,🅰️ISY🅰️H 🦋 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@Izzah Zanuddin apo hgni😂,@cikdaniaa,Daniaa🦋 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
beauty with brain ❤️❤️,@aidafadzlina,aida fadzlina che mahmood ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
AHHAHAHAHAHA mcmtu pun still maintain cantik🤣🫶🏼,@ursword,Farz💃🏻 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
AFUNDI MASUK IZZAH PLS 🥹,@spongemabok,spongemabok ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
xsuka ayh dia tp suka kt dia..cantik😅😅,@suriani_rose,Suriani Rose ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
aktiviti 5 tahun sekali,@s33ncl0ud,h ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Dia pakai tudung gitu elok jer... kalo aku mcm hape dah 😂,@arenim777,@Arenim ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Haahhahahahah cantik dia ni,@sipencarispagetti,sipencarispagetti ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@hsssss hm,@_anneeny,eni ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
laki dia kan tu,@nuraqilatanabdulah,nuraqilatanabdulah ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@unrealpami HAHAHAHAH,@perrmaisuri,ㅤ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Taknk gelak sorang sorang HAHHAHAHAHA @Paeonia_ @نظيرة راظي 🤍 @faa_zaa @meowngi 🍊,@ceoofkepoh_,kepohcii ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@ndjxfmia @wnhqhj sebab aku taknak pakai helmet,@zettyw0,avzetty ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@nadiaubt dekah lah aku,@lidiyew,lili ♡ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
aku berdekahh siot baca tweet tu HAHAHAAHHAAHAAHAA YA ALLAH NETIZEN HAHAHAHAHAHA.,@zafffheree,zaf ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
comeyy.. sokong pn,@useoktober,----- ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comel je,@babywawawowo96,Wawawowo ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@beebella94 bole bwk mimpi plk ni😂,@babyteyah1,babyteyah1 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Ya Allah sedih yb x menang. sebab dia pemimpin yg betul2 berkaliber. Dia dgan Kj sedih kot x menang😔😔,@little_sakura5,E. M. I. R. A 🦋 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Rupa dia mcm crush zaman sek men aku kot... Aduh....hbis tu bla nk ble move on.. 😂🤣😂🤣,@abusuffian90,The name is Abu ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"alah yb😂 comel lah😂 it's okay yb, lagi 5 tahun yb naik majukan negara ye🥰",@helmiliyana,yanasss ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
aku lemaih tengok tudung tu 😂,@akakmerah,AkakMerah ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
cantik dan bijak,@tinijefry,tinijefry ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
mcm syed saddiq la muka dia hahahs,@urfavfyaa,𝘧𝘪𝘺𝘢𝘢𝘧𝘪𝘦𝘺𝘢 ❣✿ ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
🥰🥰🥰izah cantik dan bijak,@ulalaadila,Dipu Baba423 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
org cantik..mcmna pun nmpk cantik,@sayang_zu,Zue♥️♥️ ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
hahahahahahahha sebijik mcm tudung aku balik sekolah bapak aku ambik😂,@akakjiransebelah,Mamiiiiii ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Allahumma Solli A'laa Saiyyidina Muhammad🥰,@wankawaa,jirancristianoronaldo ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"kalau aku bawak tu, lepas turun dari motor confirm dia ketor kaki🤣 hahahahahahahhahaha",@markkkonah,min🤍💍 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Dia cantik sangat🥰,@nieza_25,Nieza_Official ,4,0,2022-11-20,2023-01-30,38.1K,664,1278
@mamat @PIKA comment pon 😂😭😭,@itik_tersakitii,𝕬𝖖𝖎𝖊𝖑 🎃 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
awet mude🥰,@meenhara14,😘eclair🥰 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHAH COMEL😂,@luv.eycahchw,ʜᴏɴᴇʏᴅᴇᴡ🍈 ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
sayangnya awak ditempat yg salah,@tec4240,ProbossMarshall@88 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Allah plan terbaik. Good luck puteri reformasi 😍,@skybird7884,skybird7884 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
dia yg paling sempoii.. klo kita da selebet da ni.. dia tetap lawo,@hanny.adelia,HannyAdelia ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
wehhhhh😂😂,@ciknurul0313,"0elounnnnn, ",0,0,2022-11-20,2023-01-30,38.1K,664,1278
Cute la yb,@annexainal,🦩 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
HAHAHAHAHHAHA COMEL @ainaa ◡̎,@aniselyana0,a ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
alhamdulliah boleh fokus rumahtangga 😁,@heyheyn0tbad1,KENIT ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
xcam td awal vid kt tt...ni bqu perasan YB Nurul Izzah ropanya 😅,@zurainizue75,Zuraini Abd Ghani Zu ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Ahahahahah kelakor jee,@put.haidatul,Thelifeofput3 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
haha comel plak,@bunga_9961,🌈 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@m comel,@emiliaazwa06,𝓮𝓶𝓲𝓵𝓲𝓪 𝓪𝔃𝔀𝓪 🦋 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
kene,@darkishdd,darwish DD ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
respect nurul izzah,@mizzredrose,Suriati Haji Abidin ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Ya Allah 😂 Tudung kalau mcm tu serius badmood satu hari. Sedih jugak beliau kalah 😔,@paahmohd,ₗₐₖₛₐ ₖᵤₐₕ ₖᵢcₐₚ ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
aku tergelak laa ishh😂,@wanieyzuelkifly,𝓦𝓪𝓷𝓲𝓮𝔂𝔂 🌹 ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
alar kalah..suka tengok semnagat dia..,@mcxuan,Mattmatt ,2,0,2022-11-20,2023-01-30,38.1K,664,1278
Kalah an,@puannoorshima,Puan Noor Shima ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Izzah kalah 😔🫶🏼,@miz_0210,🙈💚 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
comey 😂,@baiiiii,bai ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Klo aku muka taktau nak kata dh😂ni helok jaa tudg gytu,@nhgallery03,🌸 ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
Comel gilaaa,@irdinafdzl,dina ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
haha tkut weh naik moto klau xbiasa,@d1b0b90,strawberry Coklat ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
Jaga awning tak nak kemek 😂,@maizatulaqlima,MAITO ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comell,@aifizzzz,aifizzzz ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
yb 😂,@atiliahisyam,littlekapten ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
ahhahahahahaha😂 comel ja hahaha,@evaneskhan,evaneskhan ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
sy pun naik motor jgk tpi huk,@ffarhana.mn,farahfarhana ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
"sy suka nurul izzah ni. bagus n hebat betul dlm berkempen, bercakap🥰",@haydar_habib,Haydar ,3,0,2022-11-20,2023-01-30,38.1K,664,1278
dia boleh bantu ayah dan ibunya di Tambun kan..ayah nya memang bergaya 🥰,@airjernihc,air ,1,0,2022-11-20,2023-01-30,38.1K,664,1278
@SARAH HAHAHAHAHA,@makeupbyennisaraffie,Ennisaraffiemua ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
@amirfirdaus96 TOLONG TENGOK HAAHAHAHAHAHHAHA,@makeupbyennisaraffie,Ennisaraffiemua ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
comel🥰,@missfiey,. ,0,0,2022-11-20,2023-01-30,38.1K,664,1278
