comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,sentiment
semoga kalian sehat selalu. Maseh ingat kpg krokong lagi ke?,@lastingbenyi,Lasting Benyi ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Hope your dad can change Malaysia 🇲🇾👍👏💪,@user8128719719394,B Cawnry ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
amoga sihat selalu di lindungan Allah,@arzakkhan5,Arzak Khan ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Nurul🥰🥰,@reys_liv,SPIDER🕷️ ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
"Acheh respec DSAI,,",@murray827,corrady88 ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
smoga sihat selalu dan di mufahkn urusan Amiin,@edosnira99,EdosnIra99 ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
hadir,@mkcikskuterpink,"Mkcikskuterpink,, ",0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
untung la🙂,@paklonggugel,paklonggugel ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
smoga sentiasa dlm lindungan allah swt,@luciacia281,Lucia ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Alhamdulillah..bila YB dtg Sabah🤗🤗,@mohd.tarmizicriss89asang,Mohd.Tarmizi@Asang89 ,3,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
bila nak dtg Sarawak Yb? 🥰🥰🥰,@alleyma0,Alleyma Shopp ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
Real acc N. Izzah ke? Done follow!,@mrsaa_1903,Nurul Ain ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
Nurul Izzah anak yg berbakti kepada ibu bapa...🥰🥰🥰,@user4192259547723,user4192259547723 ,0,0,2022-11-29,2023-02-01 17:24:19.604457,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
wowow🥰🥰,@nanasayang70,nana ,1,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Follow 🥰,@syamsulrizal,Syam Black Razak ,0,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
done follow,@happyaproy,Happy Aproy ,0,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Catiknya🥰,@kingkitchenhq,King kitchen hq ,0,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
on x on hadir82,@yusnaidyady,yusnaidyady ,0,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Semoga YB &; keluarga sentiasa dilindungi Allah SWT & dipermudahkan segala urusan dunia akhirat 🤲🤲🤲,@ramzilina76,Ramzi76 ,1,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Brave Politician Leader of Malaysia 🇲🇾🤲🇲🇾 and Congratulations to make New Prime Minister Of Malaysia,@ahmadhassan6491,Ahmad Hassan ,0,0,2022-11-29,2023-02-01 17:24:19.612390,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
Alhamdulillah.Terbaik,@usermansor62,userMansorD62 ,0,0,2022-11-29,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
ada chance jadi ahli keluarga..😂,@ahkhoocarya,ahkhoocarya ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
YB... Tlg bgth PAPA bantu kami menuntut pembelaan atas kematian ank2 kami tragedi kebakaran tahfiz ittifaqiyah keramat 23 org meninggal.. 5 tahun dah.,@aniqqq96,Aniqq ,0,1,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
nice,@wanbuanan,Cikgu Wan Bee ,1,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Alhamdulilah yb...jadi lah pemimpin yg terbaik utk kmi.....amin...,@pengusut0,black ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
tlg bagi tau daddy cepat kan pengeluaran kwsp 2.0... byk nak bayar ni,@scopiontiger,Scopion Tiger ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
were your husband,@shamsudinali243,shamsudinali243 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Tanggung jawab besar yg besar lakukan yg terbaik bukan hanya di dunia saja ..,@23.2.23,New Opperator .. ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
keluarga yg bahagia hadir support dri sarawak😍,@chirstinaafreddy,Chris ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
"Mantap DSAI adalah tokoh Malaysia paling berpengaruh di mata dunia ,,,tp baru sekarang rakyat Malaysia sadari,,, selamat menjadi PM ke-10",@aan.armaitofficial,Aan Armait ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
"smoga tan sri dlm lindungan Allahswt,dunia akhirat..aamiin",@mamatjerimamatjer,mamatjerimamatjer ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
"Terbaik awak, keluarga yang sgt tabah dlm mengharungi berbagai rintangan",@anjunaj0,Anjun Aj609 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Tuhan memberkati mu sekeluarga..di jauhi kejahatan..hidup dlm damai..,@asmondmartin90,si Gaman ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Alhamduliilah hadir,@yusryyusbujg,useyusry ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
very good parents,@ganaseg197,ganaseg ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
terbaik,@didieandfrend,Didieandfrend ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
semoga DSAI sekeluarga dipermudahkan rezeki.......Saya sokong 100% Xada kesempatan dapat berjumpa,@edymelaka3,EdyMelaka ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
semua fitnah akan menjadi berkat...kerana Allah adalah hakim yg adil..drp Solina Tukapan dari Sabah.tq,@flowero.10,User00 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Tahniah...semua kebaikan dtg dari Allah...tetap sabar menghadapi cabaran....,@flowero.10,User00 ,1,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
your father is a Hero of Malaysia. sis🥰,@rajinikanth919,Rhinarau ,2,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
bila harga minyak nak turun 😂,@raid_nadhif,Mohamad Raid Nadhif ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Comel nye Alhamdulillah,@mdfauzibinrafie,Md Fauzi ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
congrats sister,@nashekie70,nashekie🤙pulalon ,1,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
sukur Datok,@yogeshravi26,Rabis Don ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
"Tahniah👏 puteri reformasi,akhirnya kebenaran telah trbukti, Dato Seri adalah seorang pejuang bagi Rakyat Malaysia,Sebagai Rakyat Malaysia kami bangga",@sylviour17,SLyvansDee17 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
steady my yb idola,@wans501,wan ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Penyamun mana?😂,@irwan1176,Wanz🙋‍♂️ ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
"Congratulations DSAI, DSWA..smga Allah swt pmudhkn smua urusn kdua ibubpa Izzah.Aamiin",@piazunadie,PiaAF7 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
"Alhamdulillah, hadir",@roseesa72,ellaesa ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Ini lah PM yg berjiwa rakyat....,@zackzainal0065,Zack ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
ma sha allah,@user132393842,Muhammad Sajjad ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
siap,@user63005044116429091,user6300504411642 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
hadir,@belalang9255,belalang ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
nice😍😍😍😍😍😍😍,@userhumaun32,user9155316000932 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
cian at awk an😭,@yusop_46,user7537378464817 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
hadir,@mahagurujebatjawo_djj,🦉Dato JJ_Official🦉 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
tak perlu bagi tau.. kami tau..,@goodnaveen,goodnaveen ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
alhamdulillah,@mohdkhairani15,khai ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Puteri reformasi terbaik🥰🥰,@nurafni_suzzana,Misi_Suzana❤️❤️❤️ ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Puteri reformasi..🥰🥰🥰🥰,@sayakayrulez,sayakayrulez🦖 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
🥰🥰ma Sha allah,@ibarahim30,Ibarahim Ibarahim440 ,0,0,2022-11-28,2023-02-01 17:24:19.614666,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
2013 DSAI bt kempen kt sabah area kota marudu kediaman MAIJOL MAP..time tu kmi pakai bju kuning mengiringi DSAI..🥰kmi syng DSAI...,@edy_setia_selalu_1631,edy 1631 ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,neutral
strong..💪💪👍,@abdghaniabdgha,abdghaniabdgha ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Allah yg maha berkuasa...wpun ambil masa ... Alhamdulillah Ayahanda menerintah,@eizagemini,Eiza MY  Gemini ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
kesayangan rakyat Malaysia 🥰🌹,@cikpuanfazz,fazrynzal ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
we proud with you.we pray for you.do the best..allah always with you inshallah 🤜🤛,@marocrownine,Marocrownine ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
T'baik,@bintangdenn844,Bintangdenn844 ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
ayah awak telah di sayangi oleh rakyat mlysia.semua bangsa😍😘🥰,@abehaha6,pencita alam ,2,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
Your family seems to be a very calm and polite family,@djsk358,fake love ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Hidup ....yb izzah moga terus maju danjaya dlm kehidupan seterusnya,@jaliljayreen,Jalil Jayreen658 ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Selamat Maju Jaya yb Izzah... insyaallah kita akan tampas balik permatang pauh... setelah rakyat tahu macamana PH teraju negara🥰🥰🥰,@bulldozer_lux,Bulldozer Lux™ ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
nice,@mamunurrashid3873,mamunurrashid3873 ,1,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
"Say to you u DAD,where Times come to play again Badminton.IN.0-0",@tiktoknameo,mazOnedadewN ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
biggest flex in Msia ... 😁😁😁😁,@nisa.0790,Nis90 ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
MashaAllah,@jpkawsarahmed1,Kawsar Ahmed ,1,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
boleh minta tolong,@issey.7014,abg long..7014 ,0,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
Semoga DSAI sehat selalu beserta keluarga amin,@greengelek,GreenGelek ,2,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
family hebat,@florineydaniel,⏰RINEY❤️🧡💛💚💙💜🤎🖤🤍 ,1,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,negative
papa yg hebat....yg anak yg kental...salute y b,@lonerider_5041,lone rider ,1,0,2022-11-28,2023-02-01 17:24:19.622615,https://www.tiktok.com/@avp.world/video/7170375573208960283,77.1K,1176,779,2022-11-27,positive
